Model,Seed,Epoch,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
SteerableGCNN_AdamW_lr0.001_wd0.0,42,2,0.744,0.706,0.7273,0.7619,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,3,0.757,0.736,0.76,0.7822,2.28
SteerableGCNN_AdamW_lr0.001_wd0.0,42,4,0.768,0.722,0.7549,0.7851,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,5,0.766,0.754,0.7574,0.8186,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,6,0.768,0.734,0.709,0.8141,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,7,0.782,0.764,0.7713,0.8228,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,8,0.778,0.76,0.759,0.817,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,9,0.776,0.752,0.7459,0.8226,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0,42,10,0.785,0.764,0.7668,0.8202,2.29
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,1,0.505,0.484,0.0,0.6902,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,2,0.52,0.638,0.6796,0.6405,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,3,0.625,0.68,0.7476,0.6853,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,4,0.645,0.646,0.6932,0.6343,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,5,0.653,0.668,0.7205,0.6342,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,6,0.665,0.674,0.7288,0.6364,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,7,0.671,0.662,0.7131,0.6333,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,8,0.67,0.666,0.7184,0.6368,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,9,0.661,0.678,0.733,0.6327,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,10,0.66,0.656,0.7065,0.6232,1.13
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,1,0.539,0.484,0.0,0.6784,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,2,0.557,0.686,0.7161,0.7251,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,3,0.728,0.718,0.7531,0.7773,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,4,0.745,0.708,0.7296,0.7775,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,5,0.758,0.658,0.6208,0.7754,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,6,0.781,0.698,0.6874,0.7643,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,7,0.763,0.668,0.6513,0.7784,2.18
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,8,0.77,0.698,0.7045,0.7933,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,9,0.781,0.686,0.6695,0.8025,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,10,0.78,0.72,0.7338,0.8015,2.17
CNN_AdamW_lr0.001_wd0.0001,42,1,0.61,0.622,0.5714,0.724,0.6
CNN_AdamW_lr0.001_wd0.0001,42,2,0.73,0.658,0.6354,0.7557,0.6
CNN_AdamW_lr0.001_wd0.0001,42,3,0.73,0.704,0.7208,0.7704,0.6
CNN_AdamW_lr0.001_wd0.0001,42,4,0.73,0.69,0.7002,0.7691,0.6
CNN_AdamW_lr0.001_wd0.0001,42,5,0.767,0.7,0.7387,0.7739,0.6
CNN_AdamW_lr0.001_wd0.0001,42,6,0.767,0.632,0.5468,0.7682,0.6
CNN_AdamW_lr0.001_wd0.0001,42,7,0.744,0.64,0.5946,0.7535,0.6
CNN_AdamW_lr0.001_wd0.0001,42,8,0.78,0.686,0.6624,0.7699,0.6
CNN_AdamW_lr0.001_wd0.0001,42,9,0.766,0.716,0.728,0.7816,0.6
CNN_AdamW_lr0.001_wd0.0001,42,10,0.779,0.698,0.6753,0.7786,0.6
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,1,0.68,0.664,0.5821,0.7703,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,2,0.755,0.71,0.7071,0.7832,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,3,0.749,0.702,0.6889,0.7898,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,4,0.757,0.708,0.6867,0.7908,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,5,0.765,0.716,0.716,0.7949,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,6,0.774,0.738,0.7385,0.8011,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,7,0.771,0.732,0.7528,0.8028,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,8,0.763,0.688,0.6471,0.7939,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,9,0.772,0.712,0.6814,0.8003,2.29
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,10,0.766,0.756,0.7645,0.8131,2.29
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,1,0.623,0.648,0.7373,0.713,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,2,0.71,0.518,0.2201,0.7603,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,3,0.722,0.694,0.7203,0.7217,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,4,0.749,0.736,0.7676,0.7906,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,5,0.756,0.732,0.7853,0.7708,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,6,0.749,0.72,0.7368,0.7893,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,7,0.753,0.74,0.7797,0.7856,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,8,0.768,0.742,0.7701,0.7909,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,9,0.764,0.726,0.7532,0.7845,1.13
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,10,0.761,0.742,0.7692,0.8204,1.13
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,1,0.544,0.642,0.6832,0.6311,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,2,0.646,0.616,0.6458,0.6363,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,3,0.655,0.636,0.6796,0.6188,2.18
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,4,0.644,0.654,0.7053,0.6377,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,5,0.653,0.672,0.7389,0.6251,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,6,0.655,0.674,0.7433,0.5997,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,7,0.657,0.672,0.7405,0.6187,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,8,0.663,0.672,0.7413,0.6069,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,9,0.652,0.66,0.7128,0.6327,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,10,0.659,0.674,0.7441,0.5912,2.17
CNN_AdamW_lr0.01_wd0.0,42,1,0.5,0.484,0.0,0.7327,0.6
CNN_AdamW_lr0.01_wd0.0,42,2,0.6,0.664,0.7282,0.6032,0.6
CNN_AdamW_lr0.01_wd0.0,42,3,0.627,0.668,0.7422,0.6194,0.6
CNN_AdamW_lr0.01_wd0.0,42,4,0.674,0.708,0.7181,0.7726,0.6
CNN_AdamW_lr0.01_wd0.0,42,5,0.751,0.7,0.6725,0.8084,0.6
CNN_AdamW_lr0.01_wd0.0,42,6,0.738,0.698,0.6937,0.7744,0.6
CNN_AdamW_lr0.01_wd0.0,42,7,0.758,0.726,0.7329,0.814,0.6
CNN_AdamW_lr0.01_wd0.0,42,8,0.775,0.726,0.714,0.8227,0.6
CNN_AdamW_lr0.01_wd0.0,42,9,0.775,0.72,0.7046,0.825,0.6
CNN_AdamW_lr0.01_wd0.0,42,10,0.781,0.742,0.7383,0.8255,0.6
SteerableGCNN_AdamW_lr0.01_wd0.0,42,1,0.686,0.636,0.5285,0.7749,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,2,0.749,0.684,0.6695,0.7874,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,3,0.753,0.698,0.671,0.7806,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,4,0.781,0.738,0.7277,0.8112,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,5,0.743,0.722,0.7311,0.8093,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,6,0.773,0.64,0.5109,0.8219,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,7,0.773,0.62,0.4571,0.82,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,8,0.784,0.736,0.7732,0.8114,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,9,0.779,0.734,0.7816,0.8185,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0,42,10,0.788,0.752,0.7762,0.8245,2.29
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,1,0.602,0.668,0.7357,0.6233,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,2,0.642,0.666,0.7419,0.5902,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,3,0.648,0.67,0.736,0.6293,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,4,0.654,0.674,0.7332,0.6268,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,5,0.654,0.662,0.727,0.6231,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,6,0.657,0.656,0.7034,0.6241,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,7,0.651,0.662,0.7131,0.6233,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,8,0.656,0.676,0.7412,0.6059,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,9,0.655,0.662,0.714,0.6198,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,10,0.649,0.664,0.7191,0.6279,1.13
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,1,0.514,0.484,0.0,0.6169,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,2,0.496,0.484,0.0,0.3118,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,3,0.522,0.484,0.0,0.511,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,4,0.522,0.484,0.0,0.475,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,5,0.51,0.484,0.0,0.5321,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,6,0.5,0.484,0.0,0.6864,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,7,0.579,0.64,0.7152,0.6316,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,8,0.63,0.65,0.7328,0.6192,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,9,0.642,0.664,0.7316,0.7117,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,10,0.645,0.662,0.7363,0.7114,2.17
CNN_AdamW_lr0.01_wd0.0001,42,1,0.517,0.636,0.7174,0.6323,0.6
CNN_AdamW_lr0.01_wd0.0001,42,2,0.572,0.66,0.7377,0.716,0.6
CNN_AdamW_lr0.01_wd0.0001,42,3,0.707,0.68,0.6992,0.7289,0.6
CNN_AdamW_lr0.01_wd0.0001,42,4,0.743,0.68,0.6708,0.7491,0.6
CNN_AdamW_lr0.01_wd0.0001,42,5,0.752,0.736,0.766,0.7923,0.6
CNN_AdamW_lr0.01_wd0.0001,42,6,0.771,0.732,0.769,0.7728,0.6
CNN_AdamW_lr0.01_wd0.0001,42,7,0.788,0.74,0.7584,0.813,0.6
CNN_AdamW_lr0.01_wd0.0001,42,8,0.775,0.73,0.7284,0.8125,0.6
CNN_AdamW_lr0.01_wd0.0001,42,9,0.784,0.714,0.7088,0.804,0.6
CNN_AdamW_lr0.01_wd0.0001,42,10,0.796,0.726,0.7287,0.8018,0.6
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,1,0.701,0.486,0.0586,0.6938,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,2,0.76,0.5,0.1007,0.7931,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,3,0.758,0.718,0.6773,0.8075,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,4,0.768,0.544,0.2349,0.8276,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,5,0.759,0.482,0.0,0.8267,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,6,0.781,0.69,0.6283,0.8192,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,7,0.784,0.602,0.413,0.8225,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,8,0.791,0.532,0.1875,0.8329,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,9,0.764,0.532,0.2353,0.7026,2.29
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,10,0.763,0.724,0.7738,0.809,2.29
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,1,0.639,0.72,0.7643,0.7317,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,2,0.694,0.714,0.7547,0.7387,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,3,0.713,0.692,0.6944,0.7634,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,4,0.743,0.714,0.7168,0.8117,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,5,0.754,0.684,0.6865,0.7416,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,6,0.744,0.724,0.7509,0.8013,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,7,0.742,0.696,0.6637,0.7994,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,8,0.791,0.736,0.7471,0.7964,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,9,0.774,0.752,0.7778,0.809,1.13
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,10,0.765,0.718,0.7006,0.8169,1.13
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,1,0.609,0.696,0.6984,0.7463,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,2,0.731,0.616,0.5596,0.7288,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,3,0.728,0.698,0.7045,0.7774,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,4,0.737,0.736,0.7692,0.7625,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,5,0.759,0.708,0.7266,0.768,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,6,0.74,0.708,0.708,0.8039,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,7,0.757,0.736,0.7676,0.7915,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,8,0.753,0.712,0.6949,0.7931,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,9,0.762,0.726,0.7255,0.8153,2.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,10,0.757,0.734,0.7646,0.8152,2.17
